CLI,Nbr_Transactions_2025,Montant_Total_2025,Montant_Moyen_2025,Montant_Max_2024,NCP,CPT_AGENCE_CODE,CLIENT_MARCHE,utilise_mobile_banking_2025,CSP_2025,Segment_NMR_2025,CLIENT_SPEC_LIB_2025,CLT_SECTEUR_ACTIVITE_LIB_2025,Nbr_Cheques_2024,Montant_Cheques_2025,Plafond_Chequier_2025,Ratio_Cheques_Paiements_2025,NBRE_TRANSACTIONS_2024,MONTANT_TOTAL_2024,MONTANT_MOYEN_2024,MONTANT_MAX_2024,NCP_client,AGENCE_COMPTE,MARCHE,utilise_mobile_banking_2024,CSP_2024,Segment_NMR_2024,CLIENT_SPEC_LIB_2024,CLT_SECTEUR_ACTIVITE_LIB_2024,NBRE_CHQ_COMPENSES_2024,MONTANT_CHQ_COMPENSES_2024,MONTANT_MAX_CHQ_2024,NBRE_PREAVIS,NBRE_CNP,NBRE_CNP_INCIDENT,AUTORISATION,NBRE_CHEQUIERS_OCTROYES_2024,NBRE_CHEQUES_OCTROYES_2024,NBRE_CHEQUES_EN_CIRCULATION,Ecart_Nbr_Cheques_2024_2025,Ecart_Montant_Max_2024_2025,A_Demande_Derogation,Derogation_Acceptee,hist_transaction_count,hist_total_amount,hist_avg_amount,hist_preferred_method,curr_transaction_count,curr_total_amount,curr_avg_amount,curr_preferred_method,transaction_frequency_change,avg_amount_change,method_changed,Revenu_Estime,Nombre_Methodes_Paiement,Montant_Moyen_Cheque,Montant_Moyen_Alternative,Target_Nbr_Cheques_Futur,Target_Montant_Max_Futur,CSP,Segment_NMR,CLT_SECTEUR_ACTIVITE_LIB,Utilise_Mobile_Banking
0fb8caa4,18,1299891.11,72216.17277777779,119988.15,581695e931,176.0,TRE,True,RETRAITE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,3.0,193556.52,119988.15,0.16666666666666666,11,683792.66,62162.96909090909,92471.81,581695e931,176.0,TPE,True,RETRAITE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,1.0,76096.34,76096.34,1,0,0,28253.376161153494,1,25,24.0,2.0,43891.81,1,1.0,11,683792.66,62162.96909090909,Carte bancaire,18,1299891.11,72216.17277777779,Virement,7,10053.203686868692,True,76604.30807895256,9,71992.89,57772.938222222234,6,173433.4305647773,0,0,0,0
0fb92551,14,997926.0800000001,71280.43428571429,118435.34,2736f3939f,147.0,TRE,True,COMMERCANT,NOUVEAU CLIENT,Unknown,TRANSPORTS ET ENTREPOSAGE,2.0,56042.98,28021.49,0.14285714285714285,34,1543888.22,45408.477058823526,88382.49,2736f3939f,147.0,TPE,False,COMMERCANT,NOUVEAU CLIENT,Unknown,TRANSPORTS ET ENTREPOSAGE,12.0,524987.08,76871.08,2,0,0,34245.23233064209,1,25,13.0,-10.0,41564.259999999995,0,0.0,34,1543888.22,45408.477058823526,Chèque,14,997926.08,71280.43428571429,Carte bancaire,-20,25871.957226890765,True,66019.26136244532,4,71061.204,57024.34742857143,0,159712.03863097687,0,0,0,0
0fd8f500,25,1552127.27,62085.0908,113114.14,ba4c2ad40c,178.0,Particuliers,True,TRE SALARIE,NON SEGMENTE,Unknown,ACTIVITÉS IMMOBILIÈRES,3.0,159468.09,112602.37,0.12,11,625277.92,56843.44727272727,97450.59,ba4c2ad40c,178.0,GEI,True,TRE SALARIE,NON SEGMENTE,Unknown,ACTIVITÉS IMMOBILIÈRES,3.0,246352.78999999998,97450.59,0,0,0,24105.806969474215,1,25,22.0,0.0,15663.550000000003,0,0.0,11,625277.92,56843.44727272727,Carte bancaire,25,1552127.27,62085.0908,Carte bancaire,14,5241.643527272725,False,50819.77506205711,1,67868.484,49668.07264,3,137770.67359146674,0,0,0,0
0ff7d78b,11,966763.73,87887.61181818182,119899.09,c6d344ae45,70.0,PRO,False,TPE,S3 Essentiel,Unknown,CONSTRUCTION,1.0,67519.86,67519.86,0.09090909090909091,11,464260.65,42205.51363636364,91330.25,c6d344ae45,70.0,PME,True,TPE,S3 Essentiel,Unknown,CONSTRUCTION,8.0,353401.27,84257.07,0,0,0,14406.544992952186,1,25,17.0,-7.0,35642.01999999999,0,0.0,11,464260.65,42205.51363636364,Chèque,11,966763.73,87887.61181818182,Carte bancaire,0,45682.098181818175,True,53935.62241206982,6,71939.454,70310.08945454545,0,154070.17735202605,0,0,0,0
101bf960,13,575337.38,44256.72153846154,82636.9,c9525e549c,33.0,Particuliers,True,RETRAITE,S3 Essentiel,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,8,307228.32,38403.54,95130.4,c9525e549c,33.0,PME,False,RETRAITE,S3 Essentiel,Unknown,INDUSTRIE MANUFACTURIÈRE,3.0,110421.86,45494.49,0,0,0,30946.66595012034,1,25,22.0,-3.0,37142.409999999996,1,0.0,8,307228.32,38403.54,Chèque,13,575337.38,44256.72153846154,Carte bancaire,5,5853.18153846154,True,42075.25697381566,4,49582.13999999999,35405.377230769234,0,112633.54973833877,0,0,0,0
1026033b,4,238520.02,59630.005,99367.91,2e724e78ed,103.0,PME,True,SALARIE AGENT D EXECUTION,S4 Avenir,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,12,597019.4,49751.61666666667,90693.49,2e724e78ed,103.0,PRO,False,SALARIE AGENT D EXECUTION,S4 Avenir,Unknown,INDUSTRIE MANUFACTURIÈRE,6.0,274871.8,81220.03,0,0,0,16587.30905739843,1,25,19.0,-6.0,18147.880000000005,0,0.0,12,597019.4,49751.61666666667,Chèque,4,238520.02,59630.005,Agence,-8,9878.388333333329,True,45675.11615995231,5,59620.746,47704.004,0,120769.98329979584,0,0,0,0
10352507,7,239475.18,34210.74,79883.66,517a4978ef,117.0,TPE,False,SALARIE CADRE MOYEN,S5 Univers,Unknown,AUTRES ACTIVITÉS DE SERVICES,1.0,14565.42,14565.42,0.14285714285714285,6,281589.76,46931.62666666667,88921.13,517a4978ef,117.0,TPE,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,AUTRES ACTIVITÉS DE SERVICES,3.0,184720.59,88921.13,1,0,0,25946.81265047778,1,25,22.0,-2.0,-9037.470000000001,0,0.0,6,281589.76,46931.62666666667,Chèque,7,239475.18,34210.74,Carte bancaire,1,-12720.886666666673,True,43514.2940412818,4,47930.196,27368.592,0,88366.09677414336,0,0,0,0
105a4b2f,2,134525.11000000002,67262.55500000001,86548.6,9a0c43f734,139.0,TPE,True,SALARIE AGENT D EXECUTION,CLIENT INACTIF,BANQUE DIGITALE,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,15,648455.29,43230.352666666666,96489.62,9a0c43f734,139.0,TRE,False,SALARIE AGENT D EXECUTION,CLIENT INACTIF,BANQUE DIGITALE,ADMINISTRATION PUBLIQUE,4.0,206516.39,96489.62,1,0,0,24282.645164599413,1,25,21.0,-4.0,-9941.01999999999,0,0.0,15,648455.29,43230.352666666666,Chèque,2,134525.11000000002,67262.55500000001,Carte bancaire,-13,24032.20233333334,True,43126.36188109706,3,51929.16,53810.04400000001,0,95579.32812035384,0,0,0,0
1076c58d,28,1374079.7,49074.275,114320.0,69d3e8fe75,150.0,Particuliers,False,SALARIE HAUT CADRE,S2 Premium,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,2,79895.37,39947.685,53960.32,69d3e8fe75,150.0,PRO,False,SALARIE HAUT CADRE,S2 Premium,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,1,1,0,15853.36640125931,1,25,25.0,0.0,114320.0,0,0.0,2,79895.37,39947.685,Agence,28,1374079.7,49074.275,Carte bancaire,26,9126.590000000004,True,46064.248394753246,4,68592.0,39259.420000000006,0,171435.61446478215,0,0,0,0
1078dd74,28,1531317.1,54689.89642857143,116311.05,7fc9f5ff18,124.0,TPE,False,TRE PROFESSIONNEL,NON SEGMENTE,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,2.0,77262.0,76078.88,0.07142857142857142,25,1317639.37,52705.5748,99312.21,7fc9f5ff18,124.0,PRO,True,TRE PROFESSIONNEL,NON SEGMENTE,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,7.0,417064.51,99312.21,0,0,0,3359.27994448576,1,25,18.0,-5.0,16998.839999999997,0,0.0,25,1317639.37,52705.5748,Chèque,28,1531317.1,54689.89642857143,Carte bancaire,3,1984.3216285714295,True,59820.452716324085,2,69786.63,43751.91714285715,0,145620.17919415573,0,0,0,0
108bbe9d,14,935271.92,66805.13714285714,117094.52,a6241b5161,112.0,Particuliers,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,1,70921.73,70921.73,70921.73,a6241b5161,112.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0,0,0,12069.456195930356,1,25,25.0,0.0,117094.52,0,0.0,1,70921.73,70921.73,Carte bancaire,14,935271.92,66805.13714285714,Carte bancaire,13,-4116.592857142852,False,42662.551487620476,4,70256.712,53444.10971428572,0,173870.2636164789,0,0,0,0
108e6c11,2,191864.99,95932.495,115674.61,a5df70ecaf,104.0,TPE,False,SALARIE CADRE MOYEN,S5 Univers,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,4,152274.92,38068.73,63214.98,a5df70ecaf,104.0,GEI,False,SALARIE CADRE MOYEN,S5 Univers,Unknown,ADMINISTRATION PUBLIQUE,1.0,52887.93,52887.93,0,0,0,16714.653719627433,1,25,24.0,-1.0,62786.68,1,1.0,4,152274.92,38068.73,Virement,2,191864.99,95932.495,Espèces,-2,57863.76499999999,True,34435.03223485175,1,69404.766,76745.996,1,155524.12230064653,0,0,0,0
1096c4b1,26,1363111.18,52427.35307692307,112889.95,2b76585570,110.0,TRE,True,COMMERCANT,S4 Avenir,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,40,1974605.1199999999,49365.128,98547.91,89f83a0343,110.0,TPE,False,COMMERCANT,S4 Avenir,Unknown,INDUSTRIE MANUFACTURIÈRE,16.0,785439.54,77580.64,0,1,0,12218.614588615106,1,25,9.0,-16.0,35309.31,0,0.0,40,1974605.12,49365.128,Chèque,26,1363111.18,52427.35307692307,Carte bancaire,-14,3062.225076923074,True,85871.48425142304,2,67733.97,41941.88246153846,0,158828.23106949005,0,0,0,0
109e5362,25,1789784.56,71591.3824,113195.41,27b1c0e8a2,56.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,2.0,85548.98,71578.78,0.08,7,309031.38,44147.340000000004,78388.33,27b1c0e8a2,56.0,GEI,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,3.0,84643.38,62304.0,0,0,0,17992.207907600507,1,25,22.0,-1.0,50891.41,1,1.0,7,309031.38,44147.34,Chèque,25,1789784.56,71591.3824,Carte bancaire,18,27444.0424,True,73629.69098450507,4,67917.246,57273.10592,3,166218.92350568867,0,0,0,0
10a3df22,17,1014770.25,59692.367647058825,106775.68,6f0ea23231,179.0,PME,False,JEUNE,NOUVEAU CLIENT,Unknown,ENSEIGNEMENT,1.0,85703.5,85703.5,0.058823529411764705,12,578537.48,48211.456666666665,78651.43,6f0ea23231,179.0,PME,False,JEUNE,NOUVEAU CLIENT,Unknown,ENSEIGNEMENT,4.0,206452.91,74390.87,1,0,0,42434.84318890424,1,25,21.0,-3.0,32384.809999999998,1,1.0,12,578537.48,48211.456666666665,Carte bancaire,17,1014770.25,59692.367647058825,Carte bancaire,5,11480.91098039216,False,62882.57342271318,2,64065.407999999996,47753.89411764706,1,146956.70454085126,0,0,0,0
10ad1a2e,15,745523.61,49701.574,98806.89,b07043cc67,172.0,TPE,False,SALARIE AGENT D EXECUTION,CLIENT INACTIF,Unknown,INDUSTRIE MANUFACTURIÈRE,1.0,41819.03,41819.03,0.06666666666666667,10,363698.58,36369.858,99231.61,b07043cc67,172.0,PRO,True,SALARIE AGENT D EXECUTION,CLIENT INACTIF,Unknown,INDUSTRIE MANUFACTURIÈRE,4.0,229600.42,99231.61,0,0,0,24007.827343346493,1,25,21.0,-3.0,-424.72000000000116,0,0.0,10,363698.58,36369.858,Chèque,15,745523.61,49701.574,Carte bancaire,5,13331.716,True,39441.658626741715,1,59284.134,39761.2592,0,111653.08108991479,0,0,0,0
10bfcc83,26,1547479.08,59518.42615384616,116447.89,39d3c6b2a3,116.0,PRO,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INFORMATION ET COMMUNICATION,1.0,48042.28,48042.28,0.038461538461538464,25,1190742.13,47629.68519999999,94702.32,39d3c6b2a3,116.0,PRO,False,SALARIE CADRE MOYEN,S5 Univers,Unknown,INFORMATION ET COMMUNICATION,10.0,463720.42,86316.69,0,1,0,19812.538983063732,1,25,15.0,-9.0,30131.199999999997,0,0.0,25,1190742.13,47629.68519999999,Chèque,26,1547479.08,59518.42615384616,Carte bancaire,1,11888.740953846163,True,59061.09538542995,1,69868.734,47614.740923076926,0,150191.964806351,0,0,0,0
10e996dd,27,1455244.3399999999,53897.93851851852,116425.13,ea79d6ade6,54.0,Particuliers,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,CONSTRUCTION,1.0,34121.46,34121.46,0.037037037037037035,17,915790.07,53870.004117647055,95284.26,ea79d6ade6,54.0,TRE,False,SALARIE CADRE MOYEN,S5 Univers,Unknown,CONSTRUCTION,8.0,405882.13,95284.26,0,0,0,43205.32446073289,1,25,17.0,-7.0,21140.87000000001,0,0.0,17,915790.07,53870.004117647055,Chèque,27,1455244.34,53897.93851851852,Carte bancaire,10,27.93440087146155,True,38355.29615574186,5,69855.078,43118.35081481482,0,138463.32313357588,0,0,0,0
110f2de8,5,303968.64,60793.728,106389.55,6c18eb8ada,118.0,Particuliers,False,RETRAITE,S3 Essentiel,Unknown,INDUSTRIES EXTRACTIVES,0.0,0.0,0.0,0.0,12,525790.14,43815.845,90492.17,6c18eb8ada,118.0,Particuliers,False,RETRAITE,S3 Essentiel,Unknown,INDUSTRIES EXTRACTIVES,5.0,230673.11,81853.71,1,0,0,29046.41199198522,1,25,20.0,-5.0,24535.839999999997,0,0.0,12,525790.14,43815.845,Chèque,5,303968.64,60793.728,Carte bancaire,-7,16977.883,True,39990.99204523032,4,63833.729999999996,48634.98240000001,0,128913.59340808181,0,0,0,0
11249ef1,17,807825.13,47519.12529411765,114718.99,d36ca21e26,3.0,GEI,False,SALARIE CADRE MOYEN,S5 Univers,BANQUE DIGITALE,ENSEIGNEMENT,0.0,0.0,0.0,0.0,30,1658817.07,55293.90233333334,95828.32,d36ca21e26,3.0,Particuliers,False,SALARIE CADRE MOYEN,S5 Univers,BANQUE DIGITALE,ENSEIGNEMENT,6.0,250531.91,94360.82,1,0,0,15806.867447153567,1,25,19.0,-6.0,20358.17,0,0.0,30,1658817.07,55293.90233333334,Carte bancaire,17,807825.13,47519.12529411765,Virement,-13,-7774.777039215689,True,83377.02908164047,5,68831.394,38015.30023529412,0,154406.93995029374,0,0,0,0
11261754,15,579123.28,38608.21866666667,112202.85,8121f0b2ad,56.0,GEI,False,SALARIE HAUT CADRE,S2 Premium,Unknown,INDUSTRIE MANUFACTURIÈRE,1.0,8291.67,8291.67,0.06666666666666667,30,1523608.84,50786.96133333333,99508.47,8121f0b2ad,56.0,PME,True,SALARIE HAUT CADRE,S2 Premium,Unknown,INDUSTRIE MANUFACTURIÈRE,12.0,748171.55,99508.47,2,0,0,24163.344626266597,1,25,13.0,-11.0,12694.380000000005,0,0.0,30,1523608.84,50786.96133333333,Chèque,15,579123.28,38608.21866666667,Espèces,-15,-12178.742666666663,True,72075.6192416609,8,67321.71,30886.574933333337,0,143883.08561415292,0,0,0,0
1159859,8,251863.9,31482.9875,89448.76,25941ec1ae,52.0,PRO,False,COMMERCANT,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,22,1025929.52,46633.16,94600.67,25941ec1ae,52.0,Particuliers,False,COMMERCANT,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,16.0,624202.42,84525.37,0,0,0,12902.408287031503,1,25,9.0,-16.0,4923.389999999999,1,1.0,22,1025929.52,46633.16,Chèque,8,251863.9,31482.9875,Virement,-14,-15150.172500000004,True,36223.931090155325,4,53669.255999999994,25186.39,0,107508.4727860587,0,0,0,0
115b04ba,19,948292.11,49910.111052631575,114506.95,853c45502f,158.0,Particuliers,False,RENTIER,NON SEGMENTE,BANQUE DIGITALE,SANTÉ HUMAINE ET ACTION SOCIAL,1.0,101138.27,101138.27,0.05263157894736842,15,643293.18,42886.21200000001,93991.78,853c45502f,158.0,TPE,True,RENTIER,NON SEGMENTE,BANQUE DIGITALE,SANTÉ HUMAINE ET ACTION SOCIAL,5.0,190508.65,93991.78,0,0,0,20487.34325305236,1,25,20.0,-4.0,20515.17,1,1.0,15,643293.18,42886.21200000001,Chèque,19,948292.11,49910.111052631575,Carte bancaire,4,7023.899052631568,True,37216.44630878755,2,68704.17,39928.088842105266,1,141250.41601682716,0,0,0,0
11678919,18,1214484.57,67471.365,116159.63,49df1c93e7,78.0,TRE,False,RETRAITE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,1.0,116159.63,116159.63,0.05555555555555555,22,1202636.15,54665.27954545454,99745.73,49df1c93e7,78.0,PRO,False,RETRAITE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,13.0,807622.54,99745.73,2,0,1,9940.45536931546,1,25,12.0,-12.0,16413.90000000001,1,1.0,22,1202636.15,54665.27954545454,Chèque,18,1214484.57,67471.365,Carte bancaire,-4,12806.085454545464,True,75909.33743151427,4,69695.778,53977.092000000004,0,157986.92572949186,0,0,0,0
116abbc1,8,413287.1,51660.8875,81191.12,d50657dfdb,142.0,GEI,False,TRE PROFESSIONNEL,S4 Avenir,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,48,2473290.16,51526.878333333334,98177.08,e7d81d425b,142.0,TPE,False,TRE PROFESSIONNEL,S4 Avenir,Unknown,INFORMATION ET COMMUNICATION,16.0,1058573.3599999999,96353.81,0,0,0,28687.44148471003,1,25,9.0,-16.0,-15162.690000000002,1,0.0,48,2473290.16,51526.87833333333,Carte bancaire,8,413287.1,51660.8875,Carte bancaire,-40,134.00916666666308,False,70412.7799951003,4,48714.672,41328.71,0,100804.52041186705,0,0,0,0
116df9c0,4,316340.97,79085.2425,110794.92,10eccefd5b,143.0,TPE,True,RETRAITE,S1 Excellence,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,11,722429.68,65675.42545454546,93852.03,10eccefd5b,143.0,GEI,True,RETRAITE,S1 Excellence,Unknown,AUTRES ACTIVITÉS DE SERVICES,7.0,393413.33,80407.86,0,1,0,21334.21146056541,1,25,18.0,-7.0,30387.059999999998,1,1.0,11,722429.68,65675.42545454546,Chèque,4,316340.97,79085.2425,Virement,-7,13409.817045454532,True,40654.88835599189,3,66476.95199999999,63268.193999999996,0,141838.51901440354,0,0,0,0
1176eed4,14,931994.14,66571.01,110898.47,fcbd236c70,13.0,TRE,True,ASSOCIATION ET AMBASSADES,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,5,261135.87,52227.174,85660.22,fcbd236c70,13.0,PME,True,ASSOCIATION ET AMBASSADES,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,2.0,98351.26000000001,85660.22,1,0,1,33346.15343156343,1,25,23.0,-2.0,25238.25,0,0.0,5,261135.87,52227.174,Chèque,14,931994.14,66571.01,Carte bancaire,9,14343.835999999996,True,80003.05439686851,8,66539.082,53256.808,0,150063.13651409672,0,0,0,0
118203000,10,496140.88,49614.088,96891.77,5c6c53f13e,8.0,TRE,False,SALARIE HAUT CADRE,S1 Excellence,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,0.0,0.0,0.0,0.0,19,903450.9,47550.04736842105,98361.29,5c6c53f13e,8.0,Particuliers,True,SALARIE HAUT CADRE,S1 Excellence,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,6.0,336662.5,91298.48,0,0,0,499.43648434657706,1,25,19.0,-6.0,5593.290000000008,0,0.0,19,903450.9,47550.04736842105,Chèque,10,496140.88,49614.088,Carte bancaire,-9,2064.0406315789514,True,61266.761551509786,3,58135.062,39691.27040000001,0,118699.92299436423,0,0,0,0
118ac015,30,1874075.74,62469.191333333336,114351.26,aa40f65393,200.0,GEI,False,TRE SALARIE,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,2.0,110533.26,55266.63,0.06666666666666667,18,1076517.54,59806.53,99700.99,aa40f65393,200.0,TPE,False,TRE SALARIE,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,4.0,352347.28,97988.91,1,0,0,47591.68328599994,1,25,21.0,-2.0,16362.349999999991,1,1.0,18,1076517.54,59806.53,Espèces,30,1874075.74,62469.191333333336,Carte bancaire,12,2662.661333333337,True,95940.57552823036,5,68610.756,49975.35306666667,3,163998.54019072588,0,0,0,0
1191bca6,13,834287.7,64175.976923076916,107946.77,5b09728dd1,57.0,TPE,True,RETRAITE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,1.0,104634.03,104634.03,0.07692307692307693,6,372961.14999999997,62160.19166666666,98314.8,5b09728dd1,57.0,Particuliers,True,RETRAITE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,2.0,63857.119999999995,34849.11,0,0,0,36681.565485619896,1,25,23.0,-1.0,73097.66,0,0.0,6,372961.15,62160.19166666666,Carte bancaire,13,834287.7,64175.97692307692,Carte bancaire,7,2015.7852564102575,False,41786.56002428854,4,64768.062,51340.78153846154,0,147966.31503733524,0,0,0,0
11932713,50,3050860.0,61017.2,116413.71,0bd18907eb,188.0,Particuliers,True,TRE SALARIE,S4 Avenir,Unknown,AUTRES ACTIVITÉS DE SERVICES,4.0,217847.12,64165.25,0.08,26,1169727.78,44989.53,96680.16,0bd18907eb,188.0,PRO,False,TRE SALARIE,S4 Avenir,Unknown,AUTRES ACTIVITÉS DE SERVICES,10.0,316776.45999999996,54710.38,1,0,1,26874.8076282375,1,25,15.0,-6.0,61703.33000000001,0,0.0,26,1169727.78,44989.53,Chèque,50,3050860.0,61017.2,Carte bancaire,24,16027.669999999998,True,65393.4757277675,3,69848.226,48813.76,1,164335.36127689198,0,0,0,0
11b1768b,7,543073.47,77581.92428571428,110305.69,9bd818e3d9,102.0,PME,True,PME,NON SEGMENTE CORPO,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,0.0,0.0,0.0,0.0,14,607286.32,43377.59428571428,98652.67,9bd818e3d9,102.0,GEI,False,PME,NON SEGMENTE CORPO,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,10.0,409582.4,98652.67,2,0,0,7861.086416931667,1,25,15.0,-10.0,11653.020000000004,0,0.0,14,607286.32,43377.59428571428,Chèque,7,543073.47,77581.92428571428,Carte bancaire,-7,34204.33,True,50552.71171527105,1,66183.414,62065.53942857143,0,132978.19358441915,0,0,0,0
11b7658a,19,1355782.34,71356.9652631579,117173.73,a7183c0533,153.0,TRE,True,TPE,S3 Essentiel,Unknown,HÉBERGEMENT ET RESTAURATION,1.0,111314.65,111314.65,0.05263157894736842,12,649709.26,54142.43833333333,92534.69,a7183c0533,153.0,TRE,False,TPE,S3 Essentiel,Unknown,HÉBERGEMENT ET RESTAURATION,8.0,446433.86,92534.69,0,0,0,24509.194318152695,1,25,17.0,-7.0,24639.039999999994,0,0.0,12,649709.26,54142.43833333333,Chèque,19,1355782.34,71356.9652631579,Carte bancaire,7,17214.526929824562,True,80364.03939243488,8,70304.238,57085.57221052632,0,157934.04895941354,0,0,0,0
11cf89a8,17,1071744.75,63043.80882352941,119652.43,847d8e36e5,36.0,PME,True,RETRAITE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,1.0,96294.72,96294.72,0.058823529411764705,12,530753.77,44229.480833333335,96496.54,847d8e36e5,36.0,PME,False,RETRAITE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,2.0,165445.34999999998,96496.54,0,0,0,569.802011737891,1,25,23.0,-1.0,23155.89,0,0.0,12,530753.77,44229.480833333335,Carte bancaire,17,1071744.75,63043.80882352941,Carte bancaire,5,18814.32799019608,False,61356.00334840278,6,71791.458,50435.04705882353,0,152491.266183457,0,0,0,0
11d0c911,22,1154407.3800000001,52473.062727272736,100474.77,04e891504c,41.0,GEI,False,TRE SALARIE,CLIENT INACTIF,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,2.0,3737.34,1868.67,0.09090909090909091,38,2323736.4,61150.95789473684,97902.93,b019aaa5e3,41.0,GEI,True,TRE SALARIE,CLIENT INACTIF,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,10.0,521138.9,79608.41,3,0,0,32406.124248095457,1,25,15.0,-8.0,20866.36,0,0.0,38,2323736.4,61150.95789473684,Carte bancaire,22,1154407.38,52473.062727272736,Carte bancaire,-16,-8677.895167464107,False,92439.33986852592,6,60284.862,41978.45018181819,0,139622.95525133226,0,0,0,0
1200e342,15,907132.3,60475.48666666667,119546.54,3efd35897d,164.0,GEI,True,SALARIE HAUT CADRE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,1.0,90703.07,90703.07,0.06666666666666667,15,624650.96,41643.397333333334,99935.87,3efd35897d,164.0,PRO,False,SALARIE HAUT CADRE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,11.0,418102.22000000003,90212.11,1,1,1,13626.896236062457,1,25,14.0,-10.0,29334.429999999993,0,0.0,15,624650.96,41643.39733333333,Chèque,15,907132.3,60475.48666666667,Carte bancaire,0,18832.089333333337,True,78207.8175645384,2,71727.924,48380.38933333334,0,161805.96405243903,0,0,0,0
121f32f8,5,298138.73,59627.746,78966.41,bfe51dfdbb,70.0,PRO,True,COMMERCANT,S1 Excellence,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,21,1055703.33,50271.58714285715,97888.91,bfe51dfdbb,70.0,TRE,True,COMMERCANT,S1 Excellence,Unknown,ADMINISTRATION PUBLIQUE,8.0,434458.34,97888.91,0,0,0,29582.666688038862,1,25,17.0,-8.0,-18922.5,1,1.0,21,1055703.33,50271.58714285715,Chèque,5,298138.73,59627.746,Carte bancaire,-16,9356.158857142853,True,41639.09310526095,5,47379.846,47702.196800000005,0,89156.02813973076,0,0,0,0
122833,60,3811250.18,63520.83633333333,119862.79,bae00201e6,154.0,GEI,False,TPE,NON SEGMENTE,Unknown,INFORMATION ET COMMUNICATION,4.0,455850.72,119862.79,0.06666666666666667,18,940580.56,52254.47555555556,94314.17,fc7850c563,154.0,PRO,True,TPE,NON SEGMENTE,Unknown,INFORMATION ET COMMUNICATION,6.0,527839.84,94314.17,2,0,0,23678.982918743768,1,25,19.0,-2.0,25548.619999999995,1,0.0,18,940580.56,52254.47555555556,Carte bancaire,60,3811250.18,63520.83633333333,Carte bancaire,42,11266.360777777772,False,151811.42150579387,5,71917.674,50816.66906666667,5,199591.27379664275,0,0,0,0
