client_id,hist_transaction_count,hist_total_amount,hist_avg_amount,hist_preferred_method,curr_transaction_count,curr_total_amount,curr_avg_amount,curr_preferred_method,transaction_frequency_change,avg_amount_change,method_changed
1dc65ab3,21,864091.33,41147.20619047619,Chèque,30,1698728.59,56624.28633333334,Carte bancaire,9,15477.08014285715,True
1dcd2adf,15,792493.75,52832.916666666664,Chèque,15,1003782.27,66918.818,Agence,0,14085.901333333335,True
1dde26b2,34,1637480.18,48161.18176470588,Chèque,26,1688020.26,64923.85615384615,Carte bancaire,-8,16762.674389140273,True
1ddfbaee,15,757548.71,50503.24733333333,Chèque,14,826787.96,59056.282857142854,Carte bancaire,-1,8553.035523809522,True
1de96f65,15,459752.21,30650.147333333334,Chèque,22,1090627.51,49573.97772727273,Virement,7,18923.830393939395,True
1df1c5ec,22,1170006.89,53182.131363636356,Chèque,30,1951236.32,65041.210666666666,Carte bancaire,8,11859.07930303031,True
1df3d2f3,6,300231.21,50038.535,Chèque,16,844887.5,52805.46875,Carte bancaire,10,2766.9337499999965,True
1e29458f,11,396194.16,36017.65090909091,Chèque,17,1096045.33,64473.254705882355,Virement,6,28455.603796791445,True
1e2fd6a3,6,414857.23000000004,69142.87166666667,Chèque,30,1539813.7,51327.12333333333,Carte bancaire,24,-17815.748333333344,True
1e302292,9,553120.58,61457.842222222214,Chèque,11,785281.61,71389.23727272727,Carte bancaire,2,9931.39505050506,True
1e422ab3,18,970467.23,53914.84611111111,Chèque,23,1533385.83,66668.94913043479,Virement,5,12754.10301932368,True
1e486812,22,1333150.7,60597.75909090909,Chèque,10,580722.57,58072.257,Carte bancaire,-12,-2525.502090909089,True
1e5253e0,21,870211.44,41438.64,Chèque,13,918317.55,70639.81153846154,Carte bancaire,-8,29201.171538461538,True
1e56054f,10,542295.5,54229.55,Chèque,30,1704585.8699999999,56819.528999999995,Carte bancaire,20,2589.978999999992,True
1e5d10e3,19,913983.75,48104.40789473684,Carte bancaire,27,1449299.18,53677.747407407405,Carte bancaire,8,5573.3395126705655,False
1e6c6d66,19,916908.74,48258.354736842106,Chèque,22,1448312.28,65832.37636363636,Carte bancaire,3,17574.021626794252,True
1e716b99,6,319994.05,53332.34166666667,Chèque,5,255154.97999999998,51030.996,Virement,-1,-2301.345666666668,True
1e71f84b,16,716924.0,44807.75,Chèque,48,3051775.16,63578.64916666667,Carte bancaire,32,18770.89916666667,True
1e803ebf,26,1580883.86,60803.22538461539,Carte bancaire,26,1627720.6400000001,62604.64000000001,Carte bancaire,0,1801.414615384616,False
1ea4e5e6,28,971069.6799999999,34681.06,Chèque,8,351998.4,43999.8,Carte bancaire,-20,9318.740000000005,True
1ea7a947,14,742681.39,53048.67071428571,Chèque,14,796779.72,56912.83714285714,Carte bancaire,0,3864.1664285714287,True
1ec19a36,18,841936.6900000001,46774.26055555556,Carte bancaire,15,758961.72,50597.448,Carte bancaire,-3,3823.18744444444,False
1eca65a6,26,1116747.44,42951.82461538461,Chèque,7,429343.48,61334.782857142854,Carte bancaire,-19,18382.958241758242,True
1ee99b03,8,178613.25,22326.65625,Chèque,29,1800974.78,62102.57862068966,Carte bancaire,21,39775.92237068966,True
1ef24c2a,13,810872.59,62374.81461538461,Carte bancaire,5,197670.41,39534.082,Carte bancaire,-8,-22840.732615384608,False
1efc44f3,7,292062.84,41723.26285714286,Chèque,5,215625.91,43125.182,Agence,-2,1401.919142857143,True
1f1944c4,6,311860.48,51976.746666666666,Chèque,12,542500.81,45208.40083333334,Carte bancaire,6,-6768.345833333326,True
1f2f62f3,14,499623.22000000003,35687.37285714286,Carte bancaire,14,902815.9,64486.85,Carte bancaire,0,28799.47714285714,False
1f566984,29,1539767.94,53095.44620689655,Chèque,20,1037010.89,51850.5445,Carte bancaire,-9,-1244.9017068965477,True
1f5b8539,14,786831.31,56202.236428571436,Carte bancaire,20,1266453.37,63322.66850000001,Virement,6,7120.432071428571,True
1f62a2cf,6,386082.6,64347.1,Chèque,22,1181840.52,53720.023636363636,Carte bancaire,16,-10627.076363636363,True
1f68b041,22,1229729.6,55896.8,Chèque,14,828461.1599999999,59175.79714285714,Carte bancaire,-8,3278.997142857137,True
1f7ce9d5,24,1445452.8699999999,60227.20291666666,Chèque,9,505046.86,56116.317777777775,Carte bancaire,-15,-4110.885138888887,True
1f9f0645,40,2465344.92,61633.623,Chèque,60,4010268.3,66837.805,Carte bancaire,20,5204.181999999993,True
1fb5a17d,75,3838173.78,51175.6504,Chèque,21,1477500.48,70357.16571428571,Espèces,-54,19181.515314285716,True
1fca5c42,11,647239.7,58839.972727272725,Chèque,5,347331.13,69466.226,Virement,-6,10626.25327272727,True
1fcd4caa,11,456468.45,41497.13181818182,Carte bancaire,23,1385779.29,60251.27347826087,Carte bancaire,12,18754.141660079047,False
1fcd8a81,3,55822.020000000004,18607.34,Carte bancaire,69,3667396.41,53150.672608695655,Carte bancaire,66,34543.33260869565,False
1fdd2568,21,963010.16,45857.62666666667,Chèque,22,1105579.96,50253.634545454544,Carte bancaire,1,4396.007878787874,True
1fef2a59,24,1200340.1,50014.17083333334,Carte bancaire,2,134820.29,67410.145,Carte bancaire,-22,17395.974166666667,False
1fefee5c,17,892120.19,52477.65823529411,Chèque,9,390051.78,43339.08666666667,Carte bancaire,-8,-9138.571568627442,True
1ff811ab,28,1441345.66,51476.63071428571,Chèque,1,111915.51,111915.51,Virement,-27,60438.87928571428,True
1ff9bc4a,12,700441.35,58370.112499999996,Chèque,4,223185.23,55796.3075,Carte bancaire,-8,-2573.804999999993,True
2008c196,12,421109.14,35092.42833333334,Carte bancaire,10,667684.74,66768.474,Carte bancaire,-2,31676.045666666665,False
202e3fd6,14,781310.22,55807.87285714286,Chèque,48,2967660.98,61826.270416666666,Carte bancaire,34,6018.397559523808,True
205be704,12,661087.5,55090.625,Chèque,14,723781.95,51698.71071428571,Virement,2,-3391.914285714287,True
20600417,18,713077.94,39615.44111111111,Carte bancaire,25,1369762.12,54790.484800000006,Virement,7,15175.043688888894,True
20920b03,7,334596.31999999995,47799.47428571428,Carte bancaire,15,658753.33,43916.888666666666,Carte bancaire,8,-3882.5856190476115,False
20948dcb,6,325481.82,54246.97,Carte bancaire,22,1617020.94,73500.95181818181,Carte bancaire,16,19253.981818181812,False
209af9df,8,503327.02,62915.8775,Chèque,14,900348.8,64310.62857142858,Carte bancaire,6,1394.7510714285745,True
209eb5e0,7,270804.19,38686.31285714286,Chèque,10,680669.7,68066.97,Carte bancaire,3,29380.65714285714,True
209ff68a,25,1192951.85,47718.074,Chèque,15,966653.4,64443.560000000005,Carte bancaire,-10,16725.486000000004,True
20a38077,12,610365.07,50863.75583333333,Chèque,18,937897.43,52105.41277777778,Carte bancaire,6,1241.656944444454,True
20b6288c,22,931532.49,42342.38590909091,Carte bancaire,12,807795.7000000001,67316.30833333333,Carte bancaire,-10,24973.922424242424,False
20cb8d06,22,1130811.04,51400.50181818182,Chèque,7,337415.08,48202.154285714285,Carte bancaire,-15,-3198.3475324675383,True
2112ede4,13,937876.77,72144.36692307693,Chèque,5,413314.13,82662.826,Carte bancaire,-8,10518.45907692307,True
2141d6cd,4,326657.58999999997,81664.39749999999,Chèque,13,914112.3200000001,70316.33230769231,Carte bancaire,9,-11348.06519230768,True
2146ad50,6,302895.95,50482.65833333333,Chèque,19,1204735.7,63407.142105263156,Carte bancaire,13,12924.483771929823,True
21603d31,4,81723.14,20430.785,Chèque,15,1135211.03,75680.73533333333,Carte bancaire,11,55249.95033333333,True
21701650,11,479258.70999999996,43568.97363636363,Chèque,22,1234598.8,56118.12727272727,Carte bancaire,11,12549.15363636364,True
21be8d33,19,1177334.49,61964.97315789474,Chèque,17,885108.66,52065.21529411765,Carte bancaire,-2,-9899.757863777093,True
21c37854,27,1406457.58,52091.02148148148,Chèque,12,705078.63,58756.5525,QR Code / TuniPay,-15,6665.531018518515,True
21d2c9c9,18,885937.54,49218.752222222225,Chèque,9,553004.59,61444.95444444444,Carte bancaire,-9,12226.202222222215,True
220c0d47,6,335157.5,55859.583333333336,Chèque,1,61487.23,61487.23,Agence,-5,5627.646666666667,True
221cca9c,36,1607132.34,44642.565,Chèque,14,860542.48,61467.32,Carte bancaire,-22,16824.754999999997,True
22399969,24,1049471.7,43727.987499999996,Chèque,46,2949135.84,64111.64869565217,Carte bancaire,22,20383.661195652174,True
2255b047,12,460642.72,38386.89333333333,Chèque,4,282923.67,70730.9175,Carte bancaire,-8,32344.024166666662,True
227174c6,12,725585.0900000001,60465.42416666667,Espèces,27,1889533.18,69982.71037037036,Carte bancaire,15,9517.28620370369,True
229cdf80,14,814238.6900000001,58159.906428571434,Carte bancaire,8,556422.39,69552.79875,Virement,-6,11392.892321428568,True
22af3d62,5,258987.76,51797.552,Chèque,4,373407.41000000003,93351.85250000001,Carte bancaire,-1,41554.300500000005,True
22ca71b1,14,572789.24,40913.51714285714,Chèque,18,950629.12,52812.72888888889,Carte bancaire,4,11899.211746031746,True
22e6a230,25,1143039.62,45721.584800000004,Chèque,26,1707866.82,65687.18538461538,Virement,1,19965.60058461538,True
22e88397,27,1580296.69,58529.50703703704,Carte bancaire,12,852601.69,71050.14083333332,Agence,-15,12520.633796296286,True
22f6a83e,7,317895.21,45413.601428571434,Chèque,6,194079.91,32346.65166666667,Carte bancaire,-1,-13066.949761904765,True
2309e1af,6,266840.3,44473.38333333333,Chèque,9,577512.76,64168.084444444445,Carte bancaire,3,19694.701111111113,True
230e48d7,16,673600.14,42100.00875,Chèque,25,1449138.3399999999,57965.533599999995,Carte bancaire,9,15865.524849999994,True
232f027a,29,1381803.3,47648.38965517242,Virement,21,1208529.66,57549.03142857143,Carte bancaire,-8,9900.64177339901,True
23305f9a,17,789881.15,46463.59705882353,Carte bancaire,29,1699652.64,58608.71172413793,Carte bancaire,12,12145.114665314402,False
2332864,19,784275.8200000001,41277.674736842106,Chèque,19,1106192.64,58220.66526315789,Carte bancaire,0,16942.990526315785,True
2342ce20,28,1763828.47,62993.873928571425,Chèque,10,513597.23,51359.723,Carte bancaire,-18,-11634.150928571427,True
23506d99,25,1180420.26,47216.8104,Chèque,12,924319.0800000001,77026.59000000001,Carte bancaire,-13,29809.77960000001,True
23543354,40,1904130.1,47603.2525,Chèque,2,81794.92,40897.46,Carte bancaire,-38,-6705.792500000003,True
235568df,14,711832.78,50845.19857142858,Carte bancaire,15,905092.6,60339.50666666667,Carte bancaire,1,9494.308095238091,False
23c3c008,25,1205522.02,48220.8808,Chèque,28,1494929.41,53390.336071428566,Carte bancaire,3,5169.455271428567,True
23dba7eb,21,1086756.41,51750.305238095236,Carte bancaire,7,449609.83,64229.97571428572,Carte bancaire,-14,12479.670476190484,False
23e10306,20,1172249.1099999999,58612.4555,Chèque,14,803830.97,57416.49785714286,Carte bancaire,-6,-1195.9576428571381,True
23e8cfde,29,1704643.6199999999,58780.814482758615,Chèque,30,1851259.4100000001,61708.647000000004,Carte bancaire,1,2927.8325172413897,True
23f2a4e1,10,593915.9400000001,59391.594000000005,Chèque,12,753961.03,62830.08583333334,Carte bancaire,2,3438.4918333333335,True
23f727e9,7,369463.28,52780.46857142857,Chèque,22,1333138.75,60597.21590909091,Carte bancaire,15,7816.747337662338,True
24080276,11,718517.49,65319.77181818182,Chèque,6,355426.99,59237.831666666665,Carte bancaire,-5,-6081.940151515155,True
240c8d6a,4,219637.61,54909.4025,Chèque,28,1739732.71,62133.31107142857,Carte bancaire,24,7223.908571428576,True
24422111,10,444882.91,44488.291,Chèque,26,1364712.8800000001,52488.95692307693,Carte bancaire,16,8000.665923076929,True
24593269,1,89510.95,89510.95,Virement,7,585163.4,83594.77142857143,Espèces,6,-5916.178571428565,True
2463b8c2,11,604527.6,54957.05454545454,Carte bancaire,13,645908.73,49685.28692307692,Carte bancaire,2,-5271.767622377622,False
247c87ad,12,813120.78,67760.065,Chèque,9,517833.22,57537.02444444444,Carte bancaire,-3,-10223.040555555563,True
249641000,22,1005601.38,45709.15363636363,Chèque,4,226862.4,56715.6,Carte bancaire,-18,11006.446363636365,True
2497f1bd,10,487997.44,48799.744,Carte bancaire,7,389367.04000000004,55623.86285714286,Virement,-3,6824.118857142865,True
24aeed5a,24,1386706.8599999999,57779.45249999999,Chèque,11,644079.9500000001,58552.72272727273,Virement,-13,773.2702272727402,True
24b7ad0a,7,476170.85,68024.40714285713,Carte bancaire,14,695897.0599999999,49706.932857142856,Carte bancaire,7,-18317.474285714277,False
24c477d9,22,1174498.97,53386.31681818182,Carte bancaire,15,844637.82,56309.187999999995,Carte bancaire,-7,2922.8711818181764,False
24ce876d,3,137201.71,45733.90333333333,Carte bancaire,1,29767.98,29767.98,QR Code / TuniPay,-2,-15965.923333333329,True
24d2b949,26,1139170.48,43814.24923076923,Carte bancaire,5,380253.02,76050.604,Espèces,-21,32236.354769230777,True
24d61701,19,952515.16,50132.37684210527,Carte bancaire,7,390296.4,55756.62857142858,Virement,-12,5624.25172932331,True
24f4e31a,30,1702192.67,56739.755666666664,Chèque,8,398748.58,49843.5725,Carte bancaire,-22,-6896.183166666662,True
250e5388,25,1162775.71,46511.028399999996,Chèque,12,556696.87,46391.40583333333,Carte bancaire,-13,-119.62256666666508,True
251d36f4,2,45074.18,22537.09,QR Code / TuniPay,30,2241176.7,74705.89,Carte bancaire,28,52168.8,True
252a8964,14,850119.12,60722.794285714284,Chèque,10,722817.34,72281.734,Carte bancaire,-4,11558.939714285712,True
252ee3ac,7,350180.52999999997,50025.78999999999,Carte bancaire,22,1023926.51,46542.11409090909,Carte bancaire,15,-3483.6759090909036,False
25342223,12,599831.43,49985.95250000001,Chèque,10,576870.85,57687.085,Carte bancaire,-2,7701.132499999992,True
25586ccd,2,104404.92000000001,52202.46000000001,Chèque,15,1002091.27,66806.08466666666,Carte bancaire,13,14603.624666666656,True
2564ead2,14,535911.5,38279.392857142855,Chèque,21,1265480.15,60260.95952380952,Carte bancaire,7,21981.566666666666,True
256f866a,20,860602.23,43030.1115,Carte bancaire,2,62087.0,31043.5,Carte bancaire,-18,-11986.611499999999,False
257c1c7e,14,789326.5,56380.46428571428,Carte bancaire,26,1184800.68,45569.25692307692,Carte bancaire,12,-10811.20736263736,False
257d792e,6,267652.46,44608.74333333334,Carte bancaire,23,1021745.28,44423.70782608696,Carte bancaire,17,-185.03550724637898,False
257f3282,12,572671.73,47722.644166666665,Chèque,19,963871.9,50730.1,Carte bancaire,7,3007.4558333333334,True
259183ba,8,332802.96,41600.37,Carte bancaire,11,759218.48,69019.86181818182,Carte bancaire,3,27419.491818181814,False
25cc4a19,22,970460.44,44111.83818181818,Carte bancaire,16,697362.12,43585.1325,Carte bancaire,-6,-526.7056818181809,False
25d60c51,3,48954.05,16318.016666666668,Carte bancaire,13,552567.86,42505.22,Carte bancaire,10,26187.20333333333,False
25ed686a,29,1338431.85,46152.82241379311,Carte bancaire,26,1473943.11,56690.11961538462,Carte bancaire,-3,10537.297201591507,False
25edf4f5,7,195311.94,27901.705714285716,Chèque,26,1333051.04,51271.193846153845,Carte bancaire,19,23369.48813186813,True
25f26534,14,789684.43,56406.03071428572,Chèque,22,1275679.32,57985.42363636364,Carte bancaire,8,1579.3929220779173,True
26005918,24,1015934.0,42330.583333333336,Chèque,24,1743557.9,72648.24583333333,Carte bancaire,0,30317.6625,True
26164420,13,365640.25,28126.173076923078,Chèque,9,548171.28,60907.920000000006,Carte bancaire,-4,32781.74692307693,True
263734d8,6,409575.82,68262.63666666667,Chèque,4,336239.61,84059.9025,Agence,-2,15797.265833333324,True
263fabea,6,216865.9,36144.316666666666,Virement,10,632657.03,63265.703,Carte bancaire,4,27121.386333333336,True
2674fd13,30,1423712.93,47457.09766666666,Chèque,4,224071.56,56017.89,Carte bancaire,-26,8560.792333333338,True
2692b756,6,353832.29000000004,58972.04833333334,Chèque,5,275453.68,55090.736,Agence,-1,-3881.3123333333424,True
26ba1e15,16,960068.2,60004.2625,Chèque,9,671416.74,74601.86,Carte bancaire,-7,14597.597500000003,True
26c436c5,24,1254989.68,52291.236666666664,Virement,36,2427900.72,67441.68666666668,Carte bancaire,12,15150.450000000012,True
26d3a5b1,16,878948.1799999999,54934.261249999996,Carte bancaire,14,820589.49,58613.534999999996,Carte bancaire,-2,3679.2737500000003,False
26de3641,15,705948.42,47063.228,Virement,16,999138.04,62446.1275,Carte bancaire,1,15382.8995,True
26df5864,28,1568767.61,56027.41464285715,Chèque,28,1503068.21,53681.0075,Carte bancaire,0,-2346.407142857148,True
2708749,10,531266.9299999999,53126.69299999999,Carte bancaire,10,656781.81,65678.18100000001,Carte bancaire,0,12551.48800000002,False
2748d0d4,23,1209658.15,52593.83260869565,Chèque,9,372108.41,41345.37888888889,Carte bancaire,-14,-11248.453719806763,True
274b93f3,21,1064318.32,50681.82476190476,Chèque,12,709813.88,59151.15666666667,Carte bancaire,-9,8469.331904761908,True
27525a56,6,282588.62,47098.10333333333,Chèque,2,79312.95,39656.475,Carte bancaire,-4,-7441.628333333334,True
275ecc11,15,842771.27,56184.75133333333,Chèque,6,408357.52,68059.58666666667,Carte bancaire,-9,11874.835333333336,True
27673701,14,860372.32,61455.16571428571,Carte bancaire,3,162217.35,54072.450000000004,Carte bancaire,-11,-7382.715714285703,False
276ef525,20,1070515.4,53525.77,Chèque,11,415948.11,37813.464545454546,Carte bancaire,-9,-15712.30545454545,True
277ab0c6,17,755120.89,44418.87588235294,Chèque,28,1697568.61,60627.45035714286,Carte bancaire,11,16208.574474789915,True
278e1e6a,2,176745.24,88372.62,Chèque,12,612331.78,51027.64833333334,Virement,10,-37344.97166666666,True
27a90cf8,30,1358583.79,45286.12633333333,Chèque,11,577508.49,52500.77181818182,Agence,-19,7214.645484848486,True
27c99a42,12,659839.43,54986.61916666667,Chèque,22,1274787.24,57944.87454545454,Virement,10,2958.2553787878715,True
27cfc471,6,191906.0,31984.333333333332,Chèque,26,1344617.42,51716.054615384615,Carte bancaire,20,19731.721282051283,True
27d56285,5,361199.85,72239.97,Chèque,3,220624.49,73541.49666666666,Agence,-2,1301.5266666666575,True
27d8b8df,22,1114324.25,50651.10227272727,Carte bancaire,23,1460512.7,63500.55217391304,Carte bancaire,1,12849.44990118577,False
27e4e9f0,7,211559.18,30222.739999999998,Chèque,7,432958.25,61851.17857142857,Agence,0,31628.438571428575,True
28253da9,16,997656.08,62353.505,Chèque,19,1762131.79,92743.77842105263,Carte bancaire,3,30390.273421052632,True
283187c5,18,899848.59,49991.58833333333,Chèque,29,1869892.89,64479.065172413786,Carte bancaire,11,14487.476839080453,True
283a965f,13,581813.69,44754.899230769224,Chèque,22,1187099.22,53959.05545454545,Carte bancaire,9,9204.156223776226,True
28403a44,12,539565.28,44963.77333333334,Chèque,10,666649.03,66664.903,Carte bancaire,-2,21701.129666666668,True
2850c9d7,5,279008.22,55801.64399999999,Espèces,10,419862.52999999997,41986.253,Carte bancaire,5,-13815.390999999996,True
2867a971,28,1484664.45,53023.73035714286,Chèque,12,640902.6900000001,53408.5575,Carte bancaire,-16,384.8271428571461,True
286e733b,40,1595247.14,39881.178499999995,Chèque,22,1285138.36,58415.380000000005,Carte bancaire,-18,18534.20150000001,True
286f9532,10,615538.01,61553.801,Chèque,18,855213.91,47511.88388888889,Virement,8,-14041.917111111106,True
287110b7,20,824573.02,41228.651,Chèque,15,1155276.89,77018.45933333333,Carte bancaire,-5,35789.808333333334,True
2878f221,6,390556.72,65092.78666666666,Carte bancaire,26,1573876.29,60533.70346153846,Carte bancaire,20,-4559.083205128198,False
2882122e,4,72238.4,18059.6,Chèque,16,955464.46,59716.52875,Carte bancaire,12,41656.92875,True
28826f22,10,550399.38,55039.938,Chèque,27,1511978.54,55999.20518518519,Carte bancaire,17,959.2671851851846,True
28872d1d,19,740378.46,38967.28736842105,Carte bancaire,4,367428.44999999995,91857.11249999999,Carte bancaire,-15,52889.82513157894,False
288e245b,2,108305.82999999999,54152.91499999999,Chèque,12,943332.53,78611.04416666667,Carte bancaire,10,24458.12916666668,True
289c3a23,26,979651.51,37678.90423076923,Chèque,11,611339.79,55576.34454545455,Carte bancaire,-15,17897.440314685322,True
289f30f4,24,985174.92,41048.955,Chèque,19,1081294.13,56910.21736842105,Carte bancaire,-5,15861.262368421048,True
28c8b964,19,1019424.91,53653.942631578946,Carte bancaire,22,1323921.45,60178.24772727273,Carte bancaire,3,6524.3050956937805,False
28e67d40,14,755788.68,53984.90571428572,Chèque,14,888709.87,63479.27642857143,Carte bancaire,0,9494.37071428571,True
28e74dea,10,486780.86,48678.085999999996,Chèque,21,1402596.5,66790.30952380953,Carte bancaire,11,18112.22352380953,True
2918febf,5,246687.44,49337.488,Chèque,12,801703.79,66808.64916666667,Carte bancaire,7,17471.161166666672,True
2919e855,7,302710.66,43244.38,Chèque,4,301735.61,75433.9025,Chèque,-3,32189.5225,False
29301878,4,269483.02999999997,67370.75749999999,Carte bancaire,6,415288.38,69214.73,Carte bancaire,2,1843.9725000000035,False
29342999999999998457479558875628725277644221540366401639130442978843895906288271360,9,325675.32,36186.14666666667,Chèque,30,2145334.79,71511.15966666667,Carte bancaire,21,35325.013000000006,True
297cc9a1,13,600200.9400000001,46169.30307692308,Chèque,23,995565.39,43285.45173913043,Carte bancaire,10,-2883.85133779265,True
2981ce6d,24,1300809.65,54200.40208333333,Chèque,21,1069981.32,50951.49142857143,Carte bancaire,-3,-3248.910654761894,True
298ac3f9,29,1600480.54,55188.98413793104,Chèque,19,1280629.16,67401.5347368421,Carte bancaire,-10,12212.550598911068,True
298e446c,13,583337.71,44872.13153846154,Carte bancaire,10,627685.96,62768.596,Virement,-3,17896.46446153846,True
299754dc,19,1134657.14,59718.79684210526,Chèque,6,324624.91,54104.151666666665,Carte bancaire,-13,-5614.645175438593,True
299b5866,28,1224857.23,43744.90107142857,Chèque,30,1689827.65,56327.58833333333,Carte bancaire,2,12582.687261904764,True
29b182ce,4,232164.66,58041.165,Chèque,10,490679.49,49067.949,Carte bancaire,6,-8973.216,True
29cccd43,5,200432.45,40086.490000000005,Carte bancaire,25,1580384.81,63215.392400000004,Carte bancaire,20,23128.9024,False
29d372e3,11,481666.42,43787.85636363636,Chèque,6,318858.4,53143.06666666667,Carte bancaire,-5,9355.210303030311,True
29e003a2,30,1300422.78,43347.426,Chèque,12,829080.08,69090.00666666667,Carte bancaire,-18,25742.58066666667,True
29ed6150,10,576857.9,57685.79,Carte bancaire,2,132863.61,66431.805,Chèque,-8,8746.014999999992,True
2a05d530,2,74310.54000000001,37155.270000000004,Carte bancaire,11,637238.45,57930.76818181818,Carte bancaire,9,20775.498181818177,False
2a1811ae,12,830855.56,69237.96333333333,Chèque,36,2783131.98,77309.22166666666,Carte bancaire,24,8071.258333333331,True
2a1e21cd,26,1399224.9,53816.342307692306,Chèque,18,974578.8300000001,54143.26833333334,Carte bancaire,-8,326.92602564103436,True
2a263e4e,14,612219.36,43729.95428571429,Chèque,16,965529.84,60345.615,Carte bancaire,2,16615.66071428571,True
2a541eea,16,567213.76,35450.86,Carte bancaire,2,115894.95,57947.475,Espèces,-14,22496.614999999998,True
2a5c1a38,20,1032939.63,51646.9815,Chèque,23,1406224.51,61140.19608695652,Carte bancaire,3,9493.214586956521,True
2a650335,4,230328.94999999998,57582.237499999996,Agence,12,608880.63,50740.0525,Carte bancaire,8,-6842.184999999998,True
2a6e772c,1,33967.76,33967.76,Chèque,3,184780.88,61593.62666666667,Carte bancaire,2,27625.86666666667,True
2a87bb00,13,610437.02,46956.693846153845,Carte bancaire,12,782580.28,65215.02333333334,Carte bancaire,-1,18258.329487179493,False
2a8c9c22,5,347799.0,69559.8,Chèque,7,436861.58999999997,62408.79857142857,Carte bancaire,2,-7151.001428571435,True
2adfd479,66,3271504.56,49568.25090909091,Chèque,72,5001480.66,69465.00916666667,Carte bancaire,6,19896.758257575762,True
2b038845,5,210488.63,42097.726,Carte bancaire,22,1234136.75,56097.125,Carte bancaire,17,13999.398999999998,False
2b2eca06,14,766693.3300000001,54763.80928571429,Chèque,11,499664.04,45424.00363636363,Carte bancaire,-3,-9339.80564935066,True
2b32941f,26,1344533.66,51712.833076923074,Chèque,30,2425684.71,80856.15699999999,Carte bancaire,4,29143.323923076918,True
2b4439af,6,294025.98,49004.329999999994,Carte bancaire,2,226217.7,113108.85,Carte bancaire,-4,64104.52000000001,False
2b654755,11,630776.26,57343.296363636364,Chèque,3,131440.22,43813.40666666667,Carte bancaire,-8,-13529.889696969694,True
2b6e16c9,15,749079.5,49938.63333333333,Carte bancaire,12,686634.2,57219.51666666666,Carte bancaire,-3,7280.883333333331,False
2b6fd658,58,2494632.26,43010.901034482755,Chèque,60,4020695.2600000002,67011.58766666667,Virement,2,24000.68663218392,True
2b73b601,1,3534.16,3534.16,Carte bancaire,13,1032711.85,79439.37307692308,Carte bancaire,12,75905.21307692307,False
2b8a4017,11,454974.8,41361.34545454545,Carte bancaire,12,519576.37,43298.03083333333,Carte bancaire,1,1936.685378787879,False
2b9eb9c9,7,372635.53,53233.647142857146,Carte bancaire,15,1106057.81,73737.18733333334,Virement,8,20503.54019047619,True
2ba07eae,5,237764.23,47552.846000000005,Carte bancaire,21,1349785.34,64275.49238095238,Virement,16,16722.646380952378,True
2ba204ee,17,864670.13,50862.94882352941,Chèque,1,56106.34,56106.34,Carte bancaire,-16,5243.3911764705845,True
2baa188b,6,304975.98,50829.329999999994,Chèque,2,130903.71,65451.855,Carte bancaire,-4,14622.525000000009,True
2badefc8,12,494085.1,41173.75833333333,Chèque,14,973685.62,69548.97285714286,Carte bancaire,2,28375.214523809525,True
2bafb090,10,542689.79,54268.97900000001,Chèque,6,363937.95999999996,60656.32666666666,Virement,-4,6387.347666666654,True
2bc98391,19,1182526.1,62238.21578947369,Carte bancaire,20,1132874.32,56643.716,Carte bancaire,1,-5594.499789473688,False
2be57b62,17,642255.97,37779.76294117647,Chèque,10,737969.37,73796.937,Carte bancaire,-7,36017.17405882353,True
2bee0106,29,1817086.27,62658.14724137931,Chèque,20,1272728.59,63636.429500000006,Carte bancaire,-9,978.2822586206967,True
2c072001,6,259897.11,43316.185,Chèque,30,1800621.79,60020.72633333333,Carte bancaire,24,16704.541333333334,True
2c1d1303,25,1249290.72,49971.6288,Carte bancaire,7,369664.47,52809.21,Virement,-18,2837.5812000000005,True
2c1e1ba5,12,712843.2,59403.6,Chèque,11,769079.75,69916.34090909091,Carte bancaire,-1,10512.740909090913,True
2c5a6dc7,8,358631.26,44828.9075,Chèque,17,1027337.93,60431.64294117648,Carte bancaire,9,15602.735441176475,True
2c5d1443,7,308679.01,44097.00142857143,Chèque,11,634118.34,57647.12181818182,Espèces,4,13550.12038961039,True
2c608053,15,782296.77,52153.118,Chèque,12,585055.72,48754.64333333333,Carte bancaire,-3,-3398.474666666669,True
2c6ae581,4,156882.15,39220.5375,Chèque,14,843374.76,60241.05428571429,Carte bancaire,10,21020.516785714288,True
2c860625,18,946278.26,52571.014444444445,Carte bancaire,3,92397.06,30799.02,Carte bancaire,-15,-21771.994444444445,False
2c91f752,29,1550464.19,53464.2824137931,Chèque,6,300397.27999999997,50066.213333333326,Carte bancaire,-23,-3398.069080459776,True
2ca0264e,9,491655.21,54628.35666666667,Virement,13,786623.41,60509.49307692308,Carte bancaire,4,5881.136410256411,True
2cade9e1,26,1247641.74,47986.22076923077,Chèque,6,198321.63999999998,33053.60666666667,Virement,-20,-14932.614102564105,True
2cb15e5e,13,455590.35,35045.411538461536,Carte bancaire,5,397509.61,79501.92199999999,Carte bancaire,-8,44456.510461538455,False
2cb95534,11,599755.9,54523.26363636364,Virement,11,665682.37,60516.579090909094,Carte bancaire,0,5993.315454545453,True
2cc17e9e,12,678305.19,56525.432499999995,Chèque,18,944329.63,52462.75722222222,Carte bancaire,6,-4062.675277777773,True
