client_id,Nbr_Transactions_2025,Montant_Total_2025,Montant_Moyen_2025,Montant_Max_2025,NCP,CPT_AGENCE_CODE,CLIENT_MARCHE,utilise_mobile_banking_2025,CSP_2025,Segment_NMR_2025,CLIENT_SPEC_LIB_2025,CLT_SECTEUR_ACTIVITE_LIB_2025,Nbr_Cheques_2025,Montant_Cheques_2025,Plafond_Chequier_2025,Ratio_Cheques_Paiements_2025,NBRE_TRANSACTIONS_2024,MONTANT_TOTAL_2024,MONTANT_MOYEN_2024,MONTANT_MAX_2024,NCP_client,AGENCE_COMPTE,MARCHE,utilise_mobile_banking_2024,CSP_2024,Segment_NMR_2024,CLIENT_SPEC_LIB_2024,CLT_SECTEUR_ACTIVITE_LIB_2024,NBRE_CHQ_COMPENSES_2024,MONTANT_CHQ_COMPENSES_2024,MONTANT_MAX_CHQ_2024,NBRE_PREAVIS,NBRE_CNP,NBRE_CNP_INCIDENT,AUTORISATION,NBRE_CHEQUIERS_OCTROYES_2024,NBRE_CHEQUES_OCTROYES_2024,NBRE_CHEQUES_EN_CIRCULATION,Ecart_Nbr_Cheques_2024_2025,Ecart_Montant_Max_2024_2025,A_Demande_Derogation,Derogation_Acceptee,Derogation_Refusee
3aa4173c,5,268126.39,53625.278000000006,117214.82,e58945d28d,53.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,16,801856.99,50116.061875,99154.8,e58945d28d,53.0,Particuliers,True,SALARIE CADRE MOYEN,S4 Avenir,,ADMINISTRATION PUBLIQUE,6.0,350755.61,78592.41,0,0,1,17613.633131252915,1,25,19.0,-6.0,38622.41,1,0,1
3adecce0,26,1904979.72,73268.45076923077,115372.7,b6e7760cf2,129.0,PRO,True,SALARIE CADRE MOYEN,S5 Univers,,AUTRES ACTIVITÉS DE SERVICES,2.0,200274.21000000002,107118.07,0.07692307692307693,26,1307155.71,50275.219615384616,97894.5,b6e7760cf2,129.0,Particuliers,False,SALARIE CADRE MOYEN,S5 Univers,,AUTRES ACTIVITÉS DE SERVICES,10.0,630598.9299999999,92067.8,4,1,0,36403.72088524775,1,25,15.0,-8.0,23304.899999999994,1,1,0
3aff421b,46,2929819.86,63691.73608695652,116019.09,69ab2dfd2e,58.0,TRE,True,SALARIE HAUT CADRE,S2 Premium,,COMM ET RÉPAR AUTOS MOTOCYCL,6.0,277974.84,103289.57,0.13043478260869565,18,904137.48,50229.86,98640.95,69ab2dfd2e,58.0,Particuliers,False,SALARIE HAUT CADRE,S2 Premium,,COMM ET RÉPAR AUTOS MOTOCYCL,10.0,512201.34,87676.84,0,1,0,985.3908066263627,1,25,15.0,-4.0,28342.25,1,1,0
3aff68a5,19,1137138.08,59849.37263157895,114001.09,ead3f49359,139.0,TRE,False,JEUNE,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,2.0,36142.350000000006,18837.27,0.10526315789473684,29,1408243.74,48560.128965517244,96440.68,ead3f49359,139.0,GEI,False,JEUNE,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,8.0,286014.98,78699.43,0,0,0,17500.684694522184,1,25,17.0,-6.0,35301.66,1,0,1
3b225ed8,15,841359.39,56090.626000000004,105915.3,34b9b7b081,135.0,Particuliers,False,SALARIE HAUT CADRE,S2 Premium,BANQUE DIGITALE,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,12,755323.5700000001,62943.630833333336,97064.82,34b9b7b081,135.0,PME,False,SALARIE HAUT CADRE,S2 Premium,BANQUE DIGITALE,ADMINISTRATION PUBLIQUE,5.0,251057.99,95856.11,0,0,1,32096.226808152966,1,25,20.0,-5.0,10059.190000000002,1,0,1
3bec10c1,6,342767.99,57127.99833333333,110679.82,e782aff083,156.0,PRO,False,SALARIE AGENT D EXECUTION,NON SEGMENTE,,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,24,1196390.86,49849.61916666667,94409.96,e782aff083,156.0,PRO,False,SALARIE AGENT D EXECUTION,NON SEGMENTE,,ADMINISTRATION PUBLIQUE,9.0,314311.42,94409.96,0,0,0,16584.737616992967,1,25,16.0,-9.0,16269.86,1,1,0
3c1dc1c5,12,709525.4700000001,59127.122500000005,98149.27,15e8c6e162,3.0,Particuliers,False,TPE,S3 Essentiel,OFF SHORE,ACTIV SPÉC SCIENT ET TECHNIQUE,0.0,0.0,0.0,0.0,7,422270.7,60324.385714285716,91309.91,15e8c6e162,3.0,GEI,False,TPE,S3 Essentiel,OFF SHORE,ACTIV SPÉC SCIENT ET TECHNIQUE,4.0,239273.71,90560.31,0,1,0,28049.794874331903,1,25,21.0,-4.0,7588.960000000006,1,1,0
3c2174b6,7,416324.18,59474.88285714285,115469.93,7cb42e124b,62.0,PRO,False,SALARIE AGENT D EXECUTION,S5 Univers,,ENSEIGNEMENT,3.0,205218.85,111153.39,0.42857142857142855,18,955992.64,53110.70222222222,93509.01,7cb42e124b,62.0,Particuliers,True,SALARIE AGENT D EXECUTION,S5 Univers,,ENSEIGNEMENT,5.0,308230.61,93509.01,1,1,0,11689.035279207854,1,25,20.0,-2.0,21960.92,1,0,1
3c53c4de,13,785096.14,60392.01076923077,100623.36,705cd1f09f,122.0,TPE,True,SALARIE CADRE MOYEN,S3 Essentiel,,ENSEIGNEMENT,1.0,15861.51,15861.51,0.07692307692307693,2,149392.89,74696.445,82405.74,705cd1f09f,122.0,PME,True,SALARIE CADRE MOYEN,S3 Essentiel,,ENSEIGNEMENT,0.0,0.0,0.0,2,0,1,11792.409028617789,1,25,25.0,1.0,100623.36,1,1,0
3c9d82f7,6,386090.82999999996,64348.47166666666,115028.93,516819046a,167.0,GEI,False,RETRAITE,S4 Avenir,,ENSEIGNEMENT,0.0,0.0,0.0,0.0,6,282654.88,47109.14666666667,86817.11,516819046a,167.0,PRO,True,RETRAITE,S4 Avenir,,ENSEIGNEMENT,1.0,69877.7,69877.7,1,0,0,33071.7848194895,1,25,24.0,-1.0,45151.229999999996,1,0,1
3cad8933,1,43057.71,43057.71,43057.71,108f562c50,114.0,TRE,False,TPE,S3 Essentiel,,COMM ET RÉPAR AUTOS MOTOCYCL,1.0,43057.71,43057.71,1.0,6,262642.85000000003,43773.80833333334,74335.21,108f562c50,114.0,PRO,False,TPE,S3 Essentiel,,COMM ET RÉPAR AUTOS MOTOCYCL,0.0,0.0,0.0,0,0,0,35702.42590326446,1,25,25.0,1.0,43057.71,1,1,0
3d081c0a,13,820540.57,63118.50538461538,115362.01,29f6aa65e0,174.0,GEI,True,TPE,S3 Essentiel,,HÉBERGEMENT ET RESTAURATION,0.0,0.0,0.0,0.0,4,283015.14,70753.785,89885.67,29f6aa65e0,174.0,PME,True,TPE,S3 Essentiel,,HÉBERGEMENT ET RESTAURATION,1.0,22326.29,22326.29,0,1,0,15189.698178592875,1,25,24.0,-1.0,93035.72,1,0,1
3dffcc3e,26,1841249.41,70817.285,117094.83,eb8cc37dac,228.0,TRE,False,SALARIE CADRE MOYEN,S4 Avenir,,ENSEIGNEMENT,2.0,103226.61,61417.75,0.07692307692307693,8,426757.7,53344.7125,96729.0,eb8cc37dac,228.0,TRE,False,SALARIE CADRE MOYEN,S4 Avenir,,ENSEIGNEMENT,3.0,182433.96000000002,71123.11,0,1,2,22637.73015981362,1,25,22.0,-1.0,45971.72,1,1,0
3e43cf43,11,659825.49,59984.13545454545,102366.85,a5ae072097,97.0,GEI,True,SALARIE CADRE MOYEN,S3 Essentiel,,ADMINISTRATION PUBLIQUE,1.0,44342.63,44342.63,0.09090909090909091,5,286085.65,57217.130000000005,92165.42,a5ae072097,97.0,PME,True,SALARIE CADRE MOYEN,S3 Essentiel,,ADMINISTRATION PUBLIQUE,3.0,183904.01,92165.42,0,0,0,15907.424531104625,1,25,22.0,-2.0,10201.430000000008,1,1,0
3e50f4a9,9,777623.32,86402.5911111111,118128.29,1d06235efa,125.0,PRO,True,SALARIE AGENT D EXECUTION,S4 Avenir,,INDUSTRIE MANUFACTURIÈRE,1.0,103084.92,103084.92,0.1111111111111111,23,1158078.62,50351.24434782609,96365.82,1d06235efa,125.0,TRE,True,SALARIE AGENT D EXECUTION,S4 Avenir,,INDUSTRIE MANUFACTURIÈRE,8.0,421148.78,93413.77,0,0,0,32081.561056184506,1,25,17.0,-7.0,24714.51999999999,1,0,1
3e744ad6,5,383214.17000000004,76642.834,117592.94,d89f6957cd,34.0,Particuliers,True,SALARIE CADRE MOYEN,S3 Essentiel,,INDUSTRIE MANUFACTURIÈRE,1.0,12860.05,12860.05,0.2,7,443318.9,63331.27142857143,96058.16,d89f6957cd,34.0,TRE,False,SALARIE CADRE MOYEN,S3 Essentiel,,INDUSTRIE MANUFACTURIÈRE,4.0,223566.01,96058.16,0,0,0,49626.331437559165,1,25,21.0,-3.0,21534.78,1,0,1
3e7af74f,22,1400136.9,63642.58636363636,117082.31,9f16a958a0,64.0,TPE,True,SALARIE CADRE MOYEN,S3 Essentiel,,ENSEIGNEMENT,1.0,102162.2,102162.2,0.045454545454545456,13,839442.89,64572.53,95116.16,9f16a958a0,64.0,Particuliers,False,SALARIE CADRE MOYEN,S3 Essentiel,,ENSEIGNEMENT,3.0,166407.07,95116.16,1,1,0,40239.74762081744,1,25,22.0,-2.0,21966.149999999994,1,0,1
3e82baeb,6,245310.95,40885.15833333333,75513.5,25d06e30ee,2.0,PME,False,RETRAITE,S3 Essentiel,,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,21,1167578.32,55598.967619047624,96315.97,25d06e30ee,2.0,TRE,False,RETRAITE,S3 Essentiel,,AUTRES ACTIVITÉS DE SERVICES,11.0,568353.55,95404.9,1,0,0,13900.343855366038,1,25,14.0,-11.0,-19891.399999999994,1,1,0
3e866b95,5,253366.74,50673.348,105429.33,507668dfac,59.0,GEI,True,SALARIE CADRE MOYEN,S3 Essentiel,,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,24,1218813.79,50783.90791666667,99119.73,507668dfac,59.0,TRE,False,SALARIE CADRE MOYEN,S3 Essentiel,,ADMINISTRATION PUBLIQUE,12.0,507579.93000000005,85197.25,0,0,0,25063.118919880162,1,25,13.0,-12.0,20232.08,1,1,0
3e9ddd9c,1,94645.81,94645.81,94645.81,6427945034,61.0,Particuliers,True,SALARIE CADRE MOYEN,S3 Essentiel,,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,15,672481.95,44832.13,89071.92,6427945034,61.0,TPE,True,SALARIE CADRE MOYEN,S3 Essentiel,,ADMINISTRATION PUBLIQUE,6.0,257778.98,77788.71,1,0,0,41588.52555205381,1,25,19.0,-6.0,16857.09999999999,1,1,0
3edf9200,26,1734160.87,66698.49500000001,119147.73,5e52de733f,0.0,PME,True,COMMERCANT,S3 Essentiel,,COMM ET RÉPAR AUTOS MOTOCYCL,1.0,46593.55,46593.55,0.038461538461538464,12,636363.96,53030.329999999994,96058.39,5e52de733f,0.0,PRO,False,COMMERCANT,S3 Essentiel,,COMM ET RÉPAR AUTOS MOTOCYCL,4.0,153223.28000000003,79637.08,0,0,0,18546.226696183334,1,25,21.0,-3.0,39510.649999999994,1,0,1
3f0f4a8a,15,718076.13,47871.742,109974.35,65babe0dc8,189.0,GEI,True,SALARIE CADRE MOYEN,S5 Univers,,ACTIVITÉS IMMOBILIÈRES,1.0,52727.14,52727.14,0.06666666666666667,18,957484.4299999999,53193.57944444444,92061.54,65babe0dc8,189.0,PRO,False,SALARIE CADRE MOYEN,S5 Univers,,ACTIVITÉS IMMOBILIÈRES,7.0,407138.42,90795.62,0,0,0,8726.82559473159,1,25,18.0,-6.0,19178.73000000001,1,1,0
3f562e0d,50,3163534.04,63270.6808,112873.63,fa3f83d04e,232.0,Particuliers,True,SALARIE HAUT CADRE,S2 Premium,,INDUSTRIE MANUFACTURIÈRE,2.0,59895.62,29947.81,0.04,12,587455.18,48954.598333333335,84106.66,fa3f83d04e,232.0,TRE,True,SALARIE HAUT CADRE,S2 Premium,,INDUSTRIE MANUFACTURIÈRE,2.0,14681.66,7340.83,0,0,0,3135.8819588553465,1,25,23.0,0.0,105532.8,1,1,0
3f56e2b7,12,805962.5800000001,67163.54833333334,118554.0,1e2c097744,142.0,GEI,True,SALARIE HAUT CADRE,S3 Essentiel,,INFORMATION ET COMMUNICATION,1.0,96225.74,96225.74,0.08333333333333333,1,17892.47,17892.47,17892.47,1e2c097744,142.0,TPE,False,SALARIE HAUT CADRE,S3 Essentiel,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,1,1,0,1359.6274687496523,1,25,25.0,1.0,118554.0,1,1,0
3fa6029f,11,638904.24,58082.203636363636,106026.87,594298400000,177.0,TPE,True,SALARIE HAUT CADRE,S2 Premium,,ADMINISTRATION PUBLIQUE,2.0,40813.87,34974.15,0.18181818181818182,8,361744.39,45218.04875,92820.22,594298400000,177.0,TPE,False,SALARIE HAUT CADRE,S2 Premium,,ADMINISTRATION PUBLIQUE,2.0,127634.8,92820.22,1,0,0,29922.290101488634,1,25,23.0,0.0,13206.649999999994,1,0,1
3fa83a2f,30,1837069.03,61235.634333333335,115633.95,29db014a0f,157.0,PRO,True,SALARIE CADRE MOYEN,S4 Avenir,,ENSEIGNEMENT,1.0,29062.24,29062.24,0.03333333333333333,6,270158.59,45026.43166666667,99761.24,29db014a0f,157.0,PRO,True,SALARIE CADRE MOYEN,S4 Avenir,,ENSEIGNEMENT,2.0,70524.23999999999,49709.95,0,0,0,16893.270463641114,1,25,23.0,-1.0,65924.0,1,0,1
400dad00,15,1190077.46,79338.49733333333,118057.05,8d58f14e57,15.0,TPE,False,SALARIE CADRE MOYEN,S4 Avenir,,CONSTRUCTION,1.0,98596.62,98596.62,0.06666666666666667,2,123204.63999999998,61602.31999999999,76757.65,8d58f14e57,15.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,,CONSTRUCTION,0.0,0.0,0.0,1,0,0,11530.143436560875,1,25,25.0,1.0,118057.05,1,1,0
40950fe4,15,872980.11,58198.674,117479.29,f8e1bae72f,0.0,PME,True,RETRAITE,S4 Avenir,,INDUSTRIES EXTRACTIVES,2.0,128812.06,89022.49,0.13333333333333333,26,1382014.31,53154.396538461544,97782.73,f8e1bae72f,0.0,Particuliers,False,RETRAITE,S4 Avenir,,INDUSTRIES EXTRACTIVES,11.0,377852.74,85826.58,0,0,1,25643.273645520287,1,25,14.0,-9.0,31652.709999999992,1,1,0
40ca629e,11,608310.61,55300.964545454546,102953.08,ad31354b59,151.0,PRO,True,SANS PROFFESION,NON SEGMENTE,,INDUSTRIES EXTRACTIVES,0.0,0.0,0.0,0.0,10,504509.44,50450.944,87607.14,ad31354b59,151.0,Particuliers,True,SANS PROFFESION,NON SEGMENTE,,INDUSTRIES EXTRACTIVES,3.0,112639.2,87607.14,1,1,0,1919.453399869303,1,25,22.0,-3.0,15345.940000000002,1,1,0
4121dc05,11,569252.43,51750.22090909092,109208.36,8a5a249f4b,198.0,PME,True,SALARIE CADRE MOYEN,S2 Premium,,ENSEIGNEMENT,0.0,0.0,0.0,0.0,28,1408509.82,50303.92214285715,99037.15,8a5a249f4b,198.0,TPE,False,SALARIE CADRE MOYEN,S2 Premium,,ENSEIGNEMENT,15.0,639460.47,94080.19,0,0,0,32473.65403030183,1,25,10.0,-15.0,15128.169999999998,1,0,1
41340647,14,749089.91,53506.42214285715,118770.91,7fd3ddf624,179.0,PME,False,RENTIER,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,5,341274.42,68254.88399999999,95666.71,7fd3ddf624,179.0,PRO,False,RENTIER,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,2.0,147994.22,95666.71,0,0,0,47449.57851224051,1,25,23.0,-2.0,23104.199999999997,1,1,0
41e8b96e,66,4713561.57,71417.59954545455,118622.15,0302c39f0b,59.0,PRO,False,TRE SALARIE,S2 Premium,,INFORMATION ET COMMUNICATION,3.0,350713.74,116904.58,0.045454545454545456,51,2293191.96,44964.54823529412,92025.62,400a73ad21,59.0,GEI,True,TRE SALARIE,S2 Premium,,INFORMATION ET COMMUNICATION,15.0,929278.98,86303.94,1,0,0,14111.857189019345,1,25,10.0,-12.0,32318.209999999992,1,1,0
4243c2ae,7,468053.37,66864.76714285715,111644.21,0dfe06d9f8,114.0,TPE,True,SALARIE CADRE MOYEN,S4 Avenir,,SANTÉ HUMAINE ET ACTION SOCIAL,0.0,0.0,0.0,0.0,23,1006280.63,43751.33173913044,89404.77,0dfe06d9f8,114.0,TPE,True,SALARIE CADRE MOYEN,S4 Avenir,,SANTÉ HUMAINE ET ACTION SOCIAL,11.0,448898.88,89404.77,0,0,0,22132.6487157323,1,25,14.0,-11.0,22239.440000000002,1,1,0
42442327,21,1263717.49,60177.02333333333,112231.18,55effdb1d0,58.0,TRE,False,RETRAITE,NON SEGMENTE,,AUTRES ACTIVITÉS DE SERVICES,1.0,51080.18,51080.18,0.047619047619047616,25,1144445.69,45777.8276,99495.71,55effdb1d0,58.0,PME,False,RETRAITE,NON SEGMENTE,,AUTRES ACTIVITÉS DE SERVICES,15.0,755228.77,99495.71,3,2,0,8612.841910169738,1,25,10.0,-14.0,12735.469999999987,1,1,0
425cc97e,23,1284270.27,55837.83782608696,116776.24,dbb8a11070,57.0,TPE,True,COMMERCANT,CLIENT INACTIF,,INDUSTRIE MANUFACTURIÈRE,1.0,14398.45,14398.45,0.043478260869565216,15,803084.03,53538.935333333335,91895.51,dbb8a11070,57.0,PME,False,COMMERCANT,CLIENT INACTIF,,INDUSTRIE MANUFACTURIÈRE,4.0,212537.21,90359.06,0,0,0,2237.5452237464065,1,25,21.0,-3.0,26417.180000000008,1,0,1
426a6bac,32,2096599.04,65518.72,114977.39,ace6627a87,104.0,PME,False,TRE SALARIE,NON SEGMENTE,,TRANSPORTS ET ENTREPOSAGE,2.0,148812.38,74406.19,0.0625,8,248499.54,31062.4425,46767.63,40dfd53250,104.0,Particuliers,True,TRE SALARIE,NON SEGMENTE,,TRANSPORTS ET ENTREPOSAGE,6.0,191648.72,46767.63,0,0,0,15786.739547101453,1,25,19.0,-4.0,68209.76000000001,1,1,0
428540a5,11,533561.73,48505.61181818182,118916.28,9a15b1ea7e,226.0,PME,False,SALARIE CADRE MOYEN,S4 Avenir,,AUTRES ACTIVITÉS DE SERVICES,1.0,13592.72,13592.72,0.09090909090909091,13,688841.53,52987.810000000005,98701.42,9a15b1ea7e,226.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,,AUTRES ACTIVITÉS DE SERVICES,6.0,318148.42,98701.42,0,1,0,11832.64896040504,1,25,19.0,-5.0,20214.86,1,1,0
42a61136,1,83328.51,83328.51,83328.51,3d0f72a24b,135.0,PME,False,SALARIE HAUT CADRE,NON SEGMENTE,BANQUE DIGITALE,SANTÉ HUMAINE ET ACTION SOCIAL,0.0,0.0,0.0,0.0,7,369483.86,52783.40857142857,98761.06,3d0f72a24b,135.0,TPE,False,SALARIE HAUT CADRE,NON SEGMENTE,BANQUE DIGITALE,SANTÉ HUMAINE ET ACTION SOCIAL,4.0,273323.37,98761.06,0,0,0,44301.205340125496,1,25,21.0,-4.0,-15432.550000000003,1,0,1
42b7fe7b,11,732228.63,66566.23909090909,113285.07,a4bd8e606d,23.0,PRO,True,SALARIE CADRE MOYEN,S5 Univers,,ADMINISTRATION PUBLIQUE,1.0,113285.07,113285.07,0.09090909090909091,5,326101.73,65220.346,95571.34,a4bd8e606d,23.0,PRO,False,SALARIE CADRE MOYEN,S5 Univers,,ADMINISTRATION PUBLIQUE,5.0,326101.73,95571.34,1,0,0,12676.32037743665,1,25,20.0,-4.0,17713.73000000001,1,0,1
42cadd92,22,1189077.71,54048.98681818182,118090.63,10a9230ebe,107.0,TPE,False,TPE,S3 Essentiel,,INDUSTRIE MANUFACTURIÈRE,1.0,54956.39,54956.39,0.045454545454545456,15,965108.61,64340.574,99756.54,10a9230ebe,107.0,PRO,False,TPE,S3 Essentiel,,INDUSTRIE MANUFACTURIÈRE,6.0,363386.19,99630.71,1,0,1,5666.867198913267,1,25,19.0,-5.0,18459.92,1,1,0
42cd385d,32,1515648.06,47364.001875,89537.42,f6e9b9598d,126.0,TPE,False,TPE,S3 Essentiel,,INFORMATION ET COMMUNICATION,2.0,128514.66,64257.33,0.0625,10,413208.96,41320.896,67808.63,f6e9b9598d,126.0,PRO,True,TPE,S3 Essentiel,,INFORMATION ET COMMUNICATION,8.0,277591.7,60693.9,0,0,0,37028.4018039082,1,25,17.0,-6.0,28843.519999999997,1,1,0
4322948e,18,1290381.55,71687.8638888889,116742.87,da91f16e12,62.0,TPE,True,SALARIE CADRE MOYEN,S4 Avenir,,AUTRES ACTIVITÉS DE SERVICES,1.0,69226.86,69226.86,0.05555555555555555,29,1538263.29,53043.56172413793,96291.21,da91f16e12,62.0,TPE,True,SALARIE CADRE MOYEN,S4 Avenir,,AUTRES ACTIVITÉS DE SERVICES,15.0,858894.11,96291.21,0,0,0,10821.292465118826,1,25,10.0,-14.0,20451.65999999999,1,0,1
435087ba,15,808115.18,53874.34533333334,108017.97,df71d4bf10,51.0,GEI,True,RETRAITE,S3 Essentiel,,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,12,706416.95,58868.07916666666,94189.01,df71d4bf10,51.0,TRE,True,RETRAITE,S3 Essentiel,,AUTRES ACTIVITÉS DE SERVICES,8.0,449178.38,84895.31,1,0,0,4582.767948110911,1,25,17.0,-8.0,23122.660000000003,1,1,0
43d52902,8,401913.94,50239.2425,98562.24,10957e379b,232.0,PME,True,RENTIER,S3 Essentiel,,ENSEIGNEMENT,0.0,0.0,0.0,0.0,29,1477167.02,50936.79379310345,96955.74,10957e379b,232.0,Particuliers,False,RENTIER,S3 Essentiel,,ENSEIGNEMENT,11.0,642399.84,95114.77,1,0,0,46929.568951074965,1,25,14.0,-11.0,3447.470000000001,1,1,0
43eae6bc,21,1290056.9,61431.28095238095,115432.61,f8063aa0f4,197.0,GEI,False,COMMERCANT,S4 Avenir,,COMM ET RÉPAR AUTOS MOTOCYCL,0.0,0.0,0.0,0.0,15,840102.34,56006.82266666667,96863.99,f8063aa0f4,197.0,Particuliers,False,COMMERCANT,S4 Avenir,,COMM ET RÉPAR AUTOS MOTOCYCL,3.0,231303.45,96863.99,1,0,0,37192.53140366006,1,25,22.0,-3.0,18568.619999999995,1,1,0
43f3877c,10,611687.21,61168.721,106258.11,346dcb19bb,146.0,TPE,False,SALARIE CADRE MOYEN,S5 Univers,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,9,418341.99,46482.44333333333,74618.78,346dcb19bb,146.0,TPE,False,SALARIE CADRE MOYEN,S5 Univers,,INFORMATION ET COMMUNICATION,2.0,69931.24,47903.0,2,0,0,4914.3821913463335,1,25,23.0,-2.0,58355.11,1,0,1
4433bb3e,22,1500720.3599999999,68214.56181818181,106447.68,fdeae51b8d,11.0,TPE,False,PROFESSIONNEL LIBERALE,S1 Excellence,,ACTIVITÉS IMMOBILIÈRES,2.0,184359.3,92179.65,0.09090909090909091,6,334218.3,55703.049999999996,76734.11,fdeae51b8d,11.0,PRO,True,PROFESSIONNEL LIBERALE,S1 Excellence,,ACTIVITÉS IMMOBILIÈRES,4.0,232661.91999999998,76734.11,0,0,1,18304.39354735727,1,25,21.0,-2.0,29713.569999999992,1,0,1
4433f7dc,10,695498.45,69549.845,118897.65,365607ca91,39.0,TRE,False,TPE,S3 Essentiel,,ACTIV SPÉC SCIENT ET TECHNIQUE,0.0,0.0,0.0,0.0,18,1052373.97,58465.220555555556,96828.62,365607ca91,39.0,GEI,True,TPE,S3 Essentiel,,ACTIV SPÉC SCIENT ET TECHNIQUE,8.0,489471.86000000004,96828.62,0,0,0,10212.494880444623,1,25,17.0,-8.0,22069.03,1,0,1
4477b893,30,1963584.8,65452.82666666667,118324.61,b0e2bf5ebc,124.0,TRE,True,SALARIE CADRE MOYEN,S4 Avenir,,AUTRES ACTIVITÉS DE SERVICES,1.0,97524.92,97524.92,0.03333333333333333,7,488977.18,69853.88285714286,98120.39,b0e2bf5ebc,124.0,TPE,True,SALARIE CADRE MOYEN,S4 Avenir,,AUTRES ACTIVITÉS DE SERVICES,2.0,156553.1,98120.39,1,0,0,22837.927984960894,1,25,23.0,-1.0,20204.22,1,1,0
449559ad,22,1348707.38,61304.880909090905,103549.97,c5bf810950,13.0,Particuliers,True,PME,A Intensifier Engagements,,HÉBERGEMENT ET RESTAURATION,0.0,0.0,0.0,0.0,54,3045597.36,56399.951111111106,99063.69,361a9d30b9,13.0,TPE,False,PME,A Intensifier Engagements,,HÉBERGEMENT ET RESTAURATION,18.0,858832.0,94564.29,0,0,0,6715.654347327998,1,25,7.0,-18.0,8985.680000000008,1,0,1
454bf535,13,593553.88,45657.99076923077,105125.95,d6fd3be114,52.0,PME,False,RENTIER,S4 Avenir,,TRANSPORTS ET ENTREPOSAGE,1.0,30067.51,30067.51,0.07692307692307693,14,837460.92,59818.637142857144,97555.72,d6fd3be114,52.0,TRE,True,RENTIER,S4 Avenir,,TRANSPORTS ET ENTREPOSAGE,5.0,287377.44,97555.72,0,0,0,24100.960808226086,1,25,20.0,-4.0,7570.229999999996,1,1,0
457bb279,15,791963.86,52797.59066666666,114735.53,0e4ef4da70,174.0,PRO,True,SALARIE AGENT D EXECUTION,CLIENT INACTIF,,AUTRES ACTIVITÉS DE SERVICES,1.0,43714.04,43714.04,0.06666666666666667,1,12105.91,12105.91,12105.91,0e4ef4da70,174.0,GEI,True,SALARIE AGENT D EXECUTION,CLIENT INACTIF,,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,2,0,0,16595.526929041003,1,25,25.0,1.0,114735.53,1,1,0
4596726,5,347873.55,69574.70999999999,117289.88,b78f99ff26,66.0,PME,False,SALARIE HAUT CADRE,S2 Premium,,SANTÉ HUMAINE ET ACTION SOCIAL,0.0,0.0,0.0,0.0,28,1364369.21,48727.47178571428,98593.47,b78f99ff26,66.0,GEI,True,SALARIE HAUT CADRE,S2 Premium,,SANTÉ HUMAINE ET ACTION SOCIAL,15.0,742210.6699999999,95980.09,0,0,0,12577.077765715521,1,25,10.0,-15.0,21309.790000000008,1,0,1
45989637,18,1013078.32,56282.12888888889,116081.05,d865d8cf64,19.0,TPE,True,RETRAITE,CLIENT INACTIF,,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,6,284787.15,47464.525,91833.42,d865d8cf64,19.0,GEI,False,RETRAITE,CLIENT INACTIF,,ADMINISTRATION PUBLIQUE,2.0,109159.2,84761.26,1,1,1,46105.47673602522,1,25,23.0,-2.0,31319.790000000008,1,0,1
45ba29c3,7,483462.68,69066.09714285714,118537.88,e7ee139f32,17.0,Particuliers,True,SALARIE CADRE MOYEN,NON SEGMENTE,BANQUE DIGITALE,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,25,1314878.36,52595.1344,99790.29,e7ee139f32,17.0,PME,True,SALARIE CADRE MOYEN,NON SEGMENTE,BANQUE DIGITALE,ADMINISTRATION PUBLIQUE,8.0,414562.07,97339.28,1,0,0,48079.03947646656,1,25,17.0,-8.0,21198.600000000006,1,1,0
45f4c22d,75,5196774.0,69290.32,119260.21,a4019c185d,232.0,PME,True,TRE SALARIE,S1 Excellence,,ACTIV DE SCES ADMIN ET SOUTIEN,3.0,274501.5,91500.5,0.04,66,3563776.26,53996.60999999999,99973.81,ff47a56c15,232.0,PME,False,TRE SALARIE,S1 Excellence,,ACTIV DE SCES ADMIN ET SOUTIEN,27.0,1398183.3,99973.81,0,0,0,2544.460697683243,2,50,23.0,-24.0,19286.40000000001,1,1,0
